exp_name,model_name,cv_score,best_iteration,train_time_sec,num_samples,num_features,timestamp
20260515-102845_lgbm_CVScore0.7524_exp_20260515-1028_max_depth8_learning_rate0.04369215244798812,lgbm,0.7523502032796167,0.0,201.09860920906067,80024,171,2026-05-15 10:28:45
20260518-173239_catboost_CVScore0.7713_exp_20260518-1732_learning_rate0.049656469295849624,catboost,0.7712777604620438,,6570.9359674453735,80024,170,2026-05-18 17:32:40
20260518-232312_lgbm_CVScore0.7577_exp_20260518-2323_max_depth9_learning_rate0.03161584381141844,lgbm,0.757709171848544,0.0,322.6775870323181,80024,267,2026-05-18 23:23:12
20260518-233928_lgbm_CVScore0.7577_exp_20260518-2339_max_depth9_learning_rate0.03161584381141844,lgbm,0.757709171848544,0.0,286.57564544677734,80024,267,2026-05-18 23:39:28
20260518-235108_lgbm_CVScore0.7573_exp_20260518-2351_max_depth8_learning_rate0.04878338511058235,lgbm,0.7573175426037071,0.0,220.84624123573303,80024,267,2026-05-18 23:51:08
20260519-000025_lgbm_CVScore0.7585_exp_20260519-0000_max_depth9_learning_rate0.04827179008084961,lgbm,0.7584650066481595,0.0,224.79087948799133,80024,267,2026-05-19 00:00:25
20260519-010214_lgbm_CVScore0.7587_exp_20260519-0102_max_depth8_learning_rate0.00842996863384038,lgbm,0.7586656936295068,0.0,899.223313331604,80024,267,2026-05-19 01:02:14
20260519-010813_lgbm_CVScore0.7581_exp_20260519-0108_max_depth12_learning_rate0.056654169392861393,lgbm,0.7581071070043814,0.0,246.6307373046875,80024,267,2026-05-19 01:08:13
20260519-011750_lgbm_CVScore0.7572_exp_20260519-0117_max_depth8_learning_rate0.04712832132861072,lgbm,0.7572216825337149,0.0,289.53583908081055,80024,267,2026-05-19 01:17:50
20260519-103426_xgb_CVScore0.7595_exp_20260519-1034_learning_rate0.015355286838886862_max_depth12,xgb,0.7595162120199761,,431.43327617645264,80024,267,2026-05-19 10:34:26
20260519-104333_xgb_pauc_CVScore0.6207_exp_20260519-1043_learning_rate0.04429975427076118_max_depth6,xgb_pauc,0.6207167034138426,,469.9373025894165,80024,267,2026-05-19 10:43:33
20260519-133938_xgb_pauc_CVScore0.6220_exp_20260519-1339_learning_rate0.008307783145761518_max_depth8,xgb_pauc,0.6219552720576844,,10145.423161506653,80024,267,2026-05-19 13:39:38
20260519-134745_lgbm_pauc_CVScore0.6213_exp_20260519-1347_max_depth7_learning_rate0.08454008783646158,lgbm_pauc,0.6213073189550071,0.0,280.5744044780731,80024,267,2026-05-19 13:47:45
20260519-135457_xgb_pauc_CVScore0.6220_exp_20260519-1354_learning_rate0.008307783145761518_max_depth8,xgb_pauc,0.6219552720576844,,1.4066696166992188e-05,80024,267,2026-05-19 13:54:57
20260519-194506_catboost_pauc_CVScore0.6303_exp_20260519-1945_learning_rate0.00625118897540056,catboost_pauc,0.6303106883436949,,5449.89044880867,80024,170,2026-05-19 19:45:07
20260520-213424_lgbm_hyperopt_pauc_CVScore0.6226_exp_20260520-2134_learning_rate0.005153637968987661_max_depth7,lgbm_hyperopt_pauc,0.6225775031726279,0.0,19.491560459136963,80024,267,2026-05-20 21:34:24
20260521-100023_lgbm_genetic_pauc_CVScore0.6224_exp_20260521-1000_learning_rate0.005514605702506251_max_depth8,lgbm_genetic_pauc,0.6223921276238348,0.0,26.74971890449524,80024,267,2026-05-21 10:00:23
20260521-114943_lgbm_pbt_pauc_CVScore0.6221_exp_20260521-1149_learning_rate0.007520236156114415_max_depth7,lgbm_pbt_pauc,0.6220835180272879,0.0,15.772841930389404,80024,267,2026-05-21 11:49:43
20260521-142854_catboost_pauc_CVScore0.6303_exp_20260521-1428_learning_rate0.00625118897540056,catboost_pauc,0.6303106883436949,,4829.145652770996,80024,170,2026-05-21 14:28:55
20260521-170842_lgbm_cmaes_pauc_CVScore0.6225_exp_20260521-1708_learning_rate0.013811069802888794_max_depth7,lgbm_cmaes_pauc,0.6224921399930862,0.0,7.364996671676636,80024,267,2026-05-21 17:08:42
20260522-085937_lgbm_pauc_CVScore0.6213_exp_20260522-0859_max_depth7_learning_rate0.08454008783646158,lgbm_pauc,0.6213073189550071,0.0,250.9937999248505,80024,267,2026-05-22 08:59:37
20260522-090330_lgbm_ensemble_CVScore0.6213_exp_20260522-0903_max_depth7_learning_rate0.08454008783646158,lgbm_ensemble,0.6213073189550071,,250.9937999248505,80024,267,2026-05-22 09:03:30
20260522-110818_lgbm_moo_pauc_CVScore0.6173_exp_20260522-1108_max_depth3_learning_rate0.006432732351014514,lgbm_moo_pauc,0.6173019592071375,0.0,9.127103090286257,80024,267,2026-05-22 11:08:18
20260522-111510_lgbm_pauc_CVScore0.6213_exp_20260522-1115_max_depth7_learning_rate0.08454008783646158,lgbm_pauc,0.6213073189550071,0.0,224.06077480316162,80024,267,2026-05-22 11:15:10
